"Date","Price","Open","High","Low","Change %"
"09/06/2021","80.37","81.18","81.18","80.37","-1.48%"
"09/03/2021","81.58","81.18","81.58","81.18","-0.01%"
"09/02/2021","81.59","81.18","81.59","81.18","0.01%"
"09/01/2021","81.58","82.61","82.61","81.58","-1.47%"
"08/31/2021","82.80","82.64","82.80","82.64","0.58%"
"08/30/2021","82.32","82.63","82.63","82.32","0.01%"
"08/27/2021","82.31","82.63","82.63","82.31","0.01%"
"08/26/2021","82.30","82.62","82.62","82.30","0.00%"
"08/25/2021","82.30","82.63","82.63","82.30","-0.01%"
"08/24/2021","82.31","85.51","85.51","82.31","-2.30%"
"08/23/2021","84.25","85.51","85.51","84.25","-0.60%"
"08/20/2021","84.76","85.52","85.52","84.76","0.00%"
"08/19/2021","84.76","84.07","84.76","84.07","1.46%"
"08/18/2021","83.54","84.07","84.07","83.54","0.01%"
"08/17/2021","83.53","84.06","84.06","83.53","0.00%"
"08/16/2021","83.53","84.09","84.09","83.53","-0.01%"
"08/13/2021","83.54","84.07","84.07","83.54","0.01%"
"08/12/2021","83.53","83.54","83.54","83.53","0.00%"
"08/11/2021","83.53","84.06","84.06","83.53","0.00%"
"08/10/2021","83.53","83.35","83.53","83.35","0.42%"
"08/09/2021","83.18","83.35","83.35","83.18","0.02%"
"08/06/2021","83.16","82.21","83.16","82.21","0.68%"
"08/05/2021","82.60","82.21","82.60","82.21","0.00%"
"08/04/2021","82.60","82.21","82.60","82.21","-0.01%"
"08/03/2021","82.61","82.22","82.61","82.22","-0.01%"
"08/02/2021","82.62","82.22","82.62","82.22","0.01%"
"07/30/2021","82.61","82.23","82.61","82.23","1.23%"
"07/29/2021","81.61","86.45","86.45","81.61","-3.67%"
"07/28/2021","84.72","86.45","86.45","84.72","0.00%"
"07/27/2021","84.72","85.04","85.04","84.72","0.85%"
"07/26/2021","84.01","85.04","85.04","84.01","-0.01%"
"07/23/2021","84.02","86.45","86.45","84.02","-1.41%"
"07/22/2021","85.22","86.44","86.44","85.22","0.01%"
"07/21/2021","85.21","89.26","89.26","85.21","-2.20%"
"07/20/2021","87.13","89.26","89.26","87.13","-0.01%"
"07/19/2021","87.14","86.46","87.14","86.46","2.25%"
"07/16/2021","85.22","86.45","86.45","85.22","-0.01%"
"07/15/2021","85.23","86.45","86.45","85.23","0.01%"
"07/14/2021","85.22","86.43","86.43","85.22","0.00%"
"07/13/2021","85.22","86.44","86.44","85.22","-0.58%"
"07/12/2021","85.72","86.44","86.44","85.72","0.01%"
"07/09/2021","85.71","89.25","89.25","85.71","-1.63%"
"07/08/2021","87.13","85.74","87.13","85.74","3.26%"
"07/07/2021","84.38","85.74","85.74","84.38","0.00%"
"07/06/2021","84.38","85.03","85.03","84.38","1.04%"
"07/05/2021","83.51","84.33","84.33","83.51","0.41%"
"07/02/2021","83.17","83.63","83.63","83.17","0.43%"
"07/01/2021","82.81","84.33","84.33","82.81","-0.43%"
"06/30/2021","83.17","84.33","84.33","83.17","0.01%"
"06/29/2021","83.16","84.33","84.33","83.16","-0.01%"
"06/28/2021","83.17","82.09","83.17","82.09","1.38%"
"06/25/2021","82.04","84.19","84.19","82.04","-1.26%"
"06/24/2021","83.09","84.89","84.89","83.09","-1.02%"
"06/23/2021","83.95","85.59","85.59","83.95","-0.40%"
"06/22/2021","84.29","84.01","84.29","84.01","0.36%"
"06/21/2021","83.99","82.65","83.99","82.65","0.80%"
"06/18/2021","83.32","80.61","83.32","80.61","2.48%"
"06/17/2021","81.30","80.52","81.30","80.52","0.05%"
"06/16/2021","81.26","82.57","86.97","81.26","-0.82%"
"06/15/2021","81.93","84.63","84.63","81.93","-1.01%"
"06/14/2021","82.77","82.57","82.77","82.57","-0.02%"
"06/11/2021","82.79","83.28","83.28","82.79","-1.00%"
"06/10/2021","83.63","84.62","84.62","83.63","-0.23%"
"06/09/2021","83.82","84.63","84.63","83.82","-0.59%"
"06/08/2021","84.32","85.31","85.31","84.32","0.20%"
"06/07/2021","84.15","85.31","85.31","84.15","-0.01%"
"06/04/2021","84.16","84.62","84.62","84.16","0.42%"
"06/03/2021","83.81","83.49","83.81","83.49","1.28%"
"06/02/2021","82.75","84.88","84.88","82.75","-0.83%"
"06/01/2021","83.44","85.59","85.59","83.44","-1.01%"
"05/31/2021","84.29","85.58","85.58","84.29","0.00%"
"05/28/2021","84.29","85.58","85.58","84.29","0.01%"
"05/27/2021","84.28","86.98","86.98","84.28","-1.42%"
"05/26/2021","85.49","86.98","86.98","85.49","-0.58%"
"05/25/2021","85.99","86.98","86.98","85.99","0.00%"
"05/24/2021","85.99","86.98","86.98","85.99","0.00%"
"05/21/2021","85.99","83.50","85.99","83.50","-0.39%"
"05/20/2021","86.33","84.89","86.33","84.89","1.64%"
"05/19/2021","84.94","84.19","84.94","84.19","1.62%"
"05/18/2021","83.59","83.50","83.59","83.50","1.03%"
"05/17/2021","82.74","83.50","83.50","82.74","-0.01%"
"05/14/2021","82.75","84.19","84.19","82.75","-1.00%"
"05/13/2021","83.59","84.19","84.19","83.59","1.22%"
"05/12/2021","82.58","82.80","82.80","82.58","0.84%"
"05/11/2021","81.89","80.72","81.89","80.72","1.92%"
"05/10/2021","80.35","80.02","80.35","80.02","0.00%"
"05/07/2021","80.35","80.72","80.72","80.35","-0.01%"
"05/06/2021","80.36","80.02","80.36","80.02","0.44%"
"05/05/2021","80.01","80.72","80.72","80.01","-0.45%"
"05/04/2021","80.37","79.32","80.37","79.32","1.53%"
"05/03/2021","79.16","79.32","79.32","79.16","-0.01%"
"04/30/2021","79.17","78.63","79.17","78.63","0.48%"
"04/29/2021","78.79","78.72","78.79","78.72","-0.71%"
"04/28/2021","79.35","78.72","79.35","78.72","0.63%"
"04/27/2021","78.85","78.72","78.85","78.72","0.64%"
"04/26/2021","78.35","77.34","78.35","77.34","0.89%"
"04/23/2021","77.66","77.33","77.66","77.33","0.00%"
"04/22/2021","77.66","81.10","81.10","77.66","-5.36%"
"04/21/2021","82.06","81.96","82.06","81.96","-0.51%"
"04/20/2021","82.48","81.28","82.48","81.28","0.43%"
"04/19/2021","82.13","80.92","82.13","80.92","0.22%"
"04/16/2021","81.95","82.26","82.26","81.95","-1.42%"
"04/15/2021","83.13","85.21","85.21","83.13","-2.89%"
"04/14/2021","85.60","85.55","85.60","85.55","-0.20%"
"04/13/2021","85.77","86.21","86.21","85.77","-1.53%"
"04/12/2021","87.10","86.21","87.10","86.21","0.01%"
"04/09/2021","87.09","86.55","87.09","86.55","-0.22%"
"04/08/2021","87.28","86.55","87.28","86.55","0.00%"
"04/07/2021","87.28","86.55","87.28","86.55","0.01%"
"04/06/2021","87.27","89.51","89.51","87.27","-4.36%"
"04/05/2021","91.25","89.51","91.25","89.51","0.00%"
"04/02/2021","91.25","89.51","91.25","89.51","-0.01%"
"04/01/2021","91.26","91.46","91.46","91.26","-1.59%"
"03/31/2021","92.73","96.06","96.06","92.73","-3.43%"
"03/30/2021","96.02","89.17","96.02","89.17","8.40%"
"03/29/2021","88.58","88.58","88.58","88.58","12.01%"
"03/25/2021","79.08","79.69","79.69","79.08","0.29%"
"03/24/2021","78.85","83.31","83.31","78.85","-2.85%"
"03/23/2021","81.16","84.81","84.81","81.16","-0.90%"
"03/22/2021","81.90","81.77","81.90","81.77","7.85%"
"03/19/2021","75.94","75.46","75.94","75.46","2.33%"
"03/18/2021","74.21","74.69","74.69","74.21","1.91%"
"03/17/2021","72.82","73.17","73.17","72.82","1.00%"
"03/16/2021","72.10","73.20","73.20","72.10","0.00%"
"03/15/2021","72.10","72.43","72.43","72.10","1.28%"
"03/12/2021","71.19","71.65","71.65","71.19","1.22%"
"03/11/2021","70.33","72.41","72.41","70.33","-1.24%"
"03/10/2021","71.21","71.91","71.91","71.21","0.35%"
"03/09/2021","70.96","72.66","72.66","70.96","-0.50%"
"03/08/2021","71.32","72.65","72.65","71.32","-0.70%"
"03/05/2021","71.82","71.85","71.85","71.82","1.24%"
"03/04/2021","70.94","71.14","71.14","70.94","0.54%"
"03/03/2021","70.56","73.44","73.44","70.56","-1.62%"
"03/02/2021","71.72","74.95","74.95","71.72","-1.75%"
"03/01/2021","73.00","76.48","76.48","73.00","-2.30%"
"02/26/2021","74.72","74.15","74.72","74.15","2.29%"
"02/25/2021","73.05","72.66","73.05","72.66","1.68%"
"02/24/2021","71.84","74.19","74.19","71.84","-1.01%"
"02/23/2021","72.57","72.66","72.66","72.57","1.71%"
"02/22/2021","71.35","71.40","71.40","71.35","0.92%"
"02/19/2021","70.70","71.43","71.43","70.70","0.00%"
"02/18/2021","70.70","69.93","70.70","69.93","1.06%"
"02/17/2021","69.96","68.39","69.96","68.39","2.60%"
"02/16/2021","68.19","68.41","68.41","68.19","0.01%"
"02/15/2021","68.18","67.64","68.18","67.64","0.55%"
"02/12/2021","67.81","67.65","67.81","67.65","-0.04%"
"02/11/2021","67.84","68.42","68.42","67.84","-0.53%"
"02/10/2021","68.20","68.42","68.42","68.20","-0.03%"
"02/09/2021","68.22","67.68","68.22","67.68","0.57%"
"02/08/2021","67.83","68.39","68.39","67.83","-1.27%"
"02/05/2021","68.70","69.17","69.17","68.70","-0.54%"
"02/04/2021","69.07","68.41","69.07","68.41","0.55%"
"02/03/2021","68.69","68.90","68.90","68.69","-0.55%"
"02/02/2021","69.07","68.90","69.07","68.90","-0.55%"
"02/01/2021","69.45","68.28","69.45","68.28","-0.26%"
"01/29/2021","69.63","68.26","69.63","68.26","-0.71%"
"01/28/2021","70.13","72.58","72.58","70.13","0.70%"
"01/27/2021","69.64","70.43","70.43","69.64","-0.70%"
"01/26/2021","70.13","70.43","70.43","70.13","-2.23%"
"01/25/2021","71.73","70.43","71.73","70.43","0.01%"
"01/22/2021","71.72","71.12","71.72","71.12","-0.46%"
"01/21/2021","72.05","71.86","72.05","71.86","-0.52%"
"01/20/2021","72.43","72.58","72.58","72.43","-1.16%"
"01/19/2021","73.28","74.01","74.01","73.28","-1.64%"
"01/18/2021","74.50","72.59","74.50","72.59","0.96%"
"01/15/2021","73.79","72.58","73.79","72.58","1.36%"
"01/14/2021","72.80","71.86","72.80","71.86","1.24%"
"01/13/2021","71.91","74.03","74.03","71.91","-2.80%"
"01/12/2021","73.98","71.86","73.98","71.86","2.96%"
"01/11/2021","71.85","71.15","71.85","71.15","1.00%"
"01/08/2021","71.14","69.71","71.14","69.71","2.05%"
"01/07/2021","69.71","69.01","69.71","69.01","1.06%"
"01/06/2021","68.98","69.00","69.00","68.98","-0.06%"
"01/05/2021","69.02","68.31","69.02","68.31","0.98%"
"01/04/2021","68.35","68.35","68.35","68.35","-2.00%"
"01/01/2021","69.74","69.74","69.74","69.74","0.00%"
"12/31/2020","69.74","69.74","69.74","69.74","-0.01%"
"12/30/2020","69.75","69.74","69.75","69.74","-0.01%"
"12/29/2020","69.76","69.76","69.76","69.76","0.00%"
"12/28/2020","69.76","69.76","69.76","69.76","0.00%"
"12/25/2020","69.76","69.76","69.76","69.76","0.00%"
"12/24/2020","69.76","71.19","71.19","69.76","-1.95%"
"12/23/2020","71.15","71.89","71.89","71.15","-1.03%"
"12/22/2020","71.89","70.46","71.89","70.46","2.04%"
"12/21/2020","70.45","67.60","70.45","67.60","4.28%"
"12/18/2020","67.56","66.86","67.56","66.86","1.03%"
"12/17/2020","66.87","68.29","68.29","66.87","-2.02%"
"12/16/2020","68.25","71.16","71.16","68.25","-4.09%"
"12/15/2020","71.16","73.30","73.30","71.16","0.00%"
"12/14/2020","71.16","68.31","71.16","68.31","-2.97%"
"12/11/2020","73.34","69.74","73.34","69.74","5.16%"
"12/10/2020","69.74","66.88","69.74","66.88","2.11%"
"12/09/2020","68.30","68.31","68.31","68.30","-0.06%"
"12/08/2020","68.34","68.29","68.34","68.29","0.00%"
"12/07/2020","68.34","66.88","68.34","66.88","3.30%"
"12/04/2020","66.16","66.15","66.16","66.15","-0.03%"
"12/03/2020","66.18","66.13","66.18","66.13","-2.06%"
"12/02/2020","67.57","66.14","67.57","66.14","0.01%"
"12/01/2020","67.56","66.88","67.56","66.88","-0.56%"
"11/30/2020","67.94","65.46","67.94","65.46","1.07%"
"11/27/2020","67.22","65.41","67.22","65.41","0.75%"
"11/26/2020","66.72","65.44","66.72","65.44","0.01%"
"11/25/2020","66.71","65.41","66.71","65.41","0.00%"
"11/24/2020","66.71","67.60","67.60","66.71","-2.31%"
"11/23/2020","68.29","68.32","68.32","68.29","-1.97%"
"11/20/2020","69.66","67.61","69.66","67.61","1.25%"
"11/19/2020","68.80","66.17","68.80","66.17","1.07%"
"11/18/2020","68.07","66.18","68.07","66.18","0.71%"
"11/17/2020","67.59","66.89","67.59","66.89","-0.52%"
"11/16/2020","67.94","69.04","69.04","67.94","-2.29%"
"11/13/2020","69.53","70.00","70.00","69.07","-0.67%"
"11/12/2020","70.00","66.20","70.00","66.20","4.32%"
"11/11/2020","67.10","65.46","67.10","65.46","-0.15%"
"11/10/2020","67.20","67.41","67.41","67.20","-2.14%"
"11/09/2020","68.67","70.21","70.21","68.67","-4.09%"
"11/06/2020","71.60","72.29","72.29","71.60","-1.43%"
"11/05/2020","72.64","77.12","77.12","72.64","-5.74%"
"11/04/2020","77.06","79.18","79.18","77.06","-2.55%"
"11/03/2020","79.08","81.90","81.90","79.08","-2.91%"
"11/02/2020","81.45","81.45","81.45","81.45","-2.51%"
"10/30/2020","83.55","80.46","83.55","80.46","3.84%"
"10/29/2020","80.46","78.84","80.46","78.84","1.31%"
"10/28/2020","79.42","74.67","79.42","74.67","6.12%"
"10/27/2020","74.84","72.57","74.84","72.57","2.11%"
"10/26/2020","73.29","70.48","73.29","70.48","2.19%"
"10/23/2020","71.72","71.15","71.72","71.15","-1.17%"
"10/22/2020","72.57","72.56","72.57","72.56","1.19%"
"10/21/2020","71.72","71.14","71.72","71.14","-0.47%"
"10/20/2020","72.06","71.17","72.06","71.17","-0.03%"
"10/19/2020","72.08","72.56","72.56","72.08","-0.96%"
"10/16/2020","72.78","73.25","73.25","72.78","-1.83%"
"10/15/2020","74.14","69.07","74.14","69.07","5.09%"
"10/14/2020","70.55","72.58","72.58","70.55","0.73%"
"10/13/2020","70.04","68.37","70.04","68.37","0.52%"
"10/12/2020","69.68","69.07","69.68","69.07","-1.91%"
"10/09/2020","71.04","72.58","72.58","71.04","-3.07%"
"10/08/2020","73.29","79.56","79.56","73.29","-1.60%"
"10/07/2020","74.48","74.68","74.68","74.48","-1.13%"
"10/06/2020","75.33","77.46","77.46","75.33","-3.09%"
"10/05/2020","77.73","79.56","79.56","77.73","-1.97%"
"10/02/2020","79.29","82.37","82.37","79.29","-2.33%"
"10/01/2020","81.18","84.44","84.44","81.18","-1.86%"
"09/30/2020","82.72","85.84","85.84","82.72","-2.01%"
"09/29/2020","84.42","85.13","85.13","84.42","1.63%"
"09/28/2020","83.07","81.66","83.07","81.66","-1.24%"
"09/25/2020","84.11","85.13","85.13","84.11","1.25%"
"09/24/2020","83.07","81.66","83.07","81.66","4.71%"
"09/23/2020","79.33","69.04","79.33","69.04","0.19%"
"09/22/2020","79.18","77.49","79.18","77.49","3.84%"
"09/21/2020","76.25","72.61","76.25","72.61","10.48%"
"09/18/2020","69.02","70.48","70.48","69.02","-0.52%"
"09/17/2020","69.38","69.04","69.38","69.04","1.26%"
"09/16/2020","68.52","70.48","70.48","68.52","-2.45%"
"09/15/2020","70.24","72.61","72.61","70.24","-2.86%"
"09/14/2020","72.31","74.05","74.05","72.31","-1.00%"
"09/11/2020","73.04","72.64","73.04","72.64","1.74%"
"09/10/2020","71.79","67.71","71.79","67.71","0.50%"
"09/09/2020","71.43","72.66","72.66","71.43","-0.54%"
"09/08/2020","71.82","70.49","71.82","70.49","2.25%"
"09/07/2020","70.24","67.71","70.24","67.71","2.78%"
"09/04/2020","68.34","67.23","68.34","67.23","1.52%"
"09/03/2020","67.32","74.65","74.65","67.32","-0.33%"
"09/02/2020","67.54","67.23","67.54","67.23","-2.41%"
"09/01/2020","69.21","67.23","69.21","67.23","0.87%"
"08/31/2020","68.61","67.23","68.61","67.23","0.00%"
"08/28/2020","68.61","67.21","68.61","67.21","-0.72%"
"08/27/2020","69.11","67.94","69.11","67.94","-0.49%"
"08/26/2020","69.45","69.26","69.45","69.26","-2.33%"
"08/25/2020","71.11","71.95","71.95","71.11","-3.88%"
"08/24/2020","73.98","73.32","73.98","73.32","-2.21%"
"08/21/2020","75.65","74.65","75.65","74.65","-0.90%"
"08/20/2020","76.34","74.66","76.34","74.66","-0.65%"
"08/19/2020","76.84","78.02","78.02","76.84","-2.76%"
"08/18/2020","79.02","78.03","79.02","78.03","0.00%"
"08/17/2020","79.02","78.01","79.02","78.01","0.01%"
"08/14/2020","79.01","78.70","79.01","78.70","0.46%"
"08/13/2020","78.65","78.70","78.70","78.65","-0.86%"
"08/12/2020","79.33","80.71","80.71","79.33","-1.87%"
"08/11/2020","80.84","82.72","82.72","80.84","-1.85%"
"08/10/2020","82.36","83.38","83.38","82.36","-2.16%"
"08/07/2020","84.18","84.74","84.74","84.18","-0.81%"
"08/06/2020","84.87","90.10","90.10","84.87","0.01%"
"08/05/2020","84.86","90.10","90.10","84.86","-4.17%"
"08/04/2020","88.55","90.10","90.10","88.55","-1.12%"
"08/03/2020","89.55","90.05","90.09","89.55","-0.55%"
"07/31/2020","90.05","90.05","90.05","90.05","-0.38%"
"07/30/2020","90.39","86.75","90.39","86.75","3.46%"
"07/29/2020","87.37","85.41","87.37","85.41","1.35%"
"07/28/2020","86.21","84.75","86.21","84.75","1.57%"
"07/27/2020","84.88","84.07","84.88","84.07","0.41%"
"07/24/2020","84.53","84.08","84.53","84.08","0.00%"
"07/23/2020","84.53","86.76","86.76","84.53","-1.57%"
"07/22/2020","85.88","87.43","87.43","85.88","-0.38%"
"07/21/2020","86.21","90.11","90.11","86.21","-3.19%"
"07/20/2020","89.05","94.12","94.12","89.05","-3.78%"
"07/17/2020","92.55","94.12","94.12","92.55","-0.55%"
"07/16/2020","93.06","94.12","94.12","93.06","0.00%"
"07/15/2020","93.06","98.12","98.12","93.06","-4.13%"
"07/14/2020","97.07","99.46","99.46","97.07","-0.68%"
"07/13/2020","97.73","100.79","100.79","97.73","-0.67%"
"07/10/2020","98.39","83.11","98.39","83.11","2.61%"
"07/09/2020","95.89","88.31","95.89","88.31","2.13%"
"07/08/2020","93.89","93.45","93.89","93.45","1.26%"
"07/07/2020","92.72","93.45","93.45","92.72","0.54%"
"07/06/2020","92.22","88.31","92.22","88.31","-2.45%"
"07/03/2020","94.54","89.58","94.54","89.58","0.34%"
"07/02/2020","94.22","96.66","96.66","94.22","-2.69%"
"07/01/2020","96.82","99.88","99.88","96.82","-2.14%"
"06/30/2020","98.94","101.81","101.81","98.94","-1.94%"
"06/29/2020","100.90","98.01","100.90","98.01","2.94%"
"06/26/2020","98.01","98.01","98.01","98.01","2.62%"
"06/25/2020","95.51","92.16","95.51","92.16","5.83%"
"06/24/2020","90.25","89.58","90.25","89.58","2.23%"
"06/23/2020","88.28","83.78","88.28","83.78","-2.39%"
"06/22/2020","90.44","86.36","90.44","86.36","4.34%"
"06/19/2020","86.68","86.36","86.68","86.36","1.17%"
"06/18/2020","85.68","83.78","85.68","83.78","2.13%"
"06/17/2020","83.89","85.86","85.86","83.89","-2.29%"
"06/16/2020","85.86","79.24","85.86","79.24","-5.43%"
"06/15/2020","90.79","88.31","90.79","88.31","1.84%"
"06/12/2020","89.15","90.23","90.23","89.15","-2.17%"
"06/11/2020","91.13","83.78","91.13","83.78","7.36%"
"06/10/2020","84.88","83.11","84.88","83.11","0.99%"
"06/09/2020","84.05","79.90","84.05","79.90","3.82%"
"06/08/2020","80.96","79.24","80.96","79.24","0.43%"
"06/05/2020","80.61","89.78","90.18","80.61","-8.02%"
"06/04/2020","87.64","89.59","89.59","89.59","-2.38%"
"06/03/2020","89.78","90.18","90.18","89.78","-2.51%"
"06/02/2020","92.09","98.77","98.77","92.09","-6.87%"
"06/01/2020","98.88","101.22","101.22","98.88","-1.72%"
"05/29/2020","100.61","96.25","100.61","96.25","1.36%"
"05/28/2020","99.26","96.25","99.26","96.25","-2.32%"
"05/27/2020","101.62","108.44","108.44","101.62","-8.22%"
"05/26/2020","110.72","112.50","112.50","110.72","-3.51%"
"05/25/2020","114.75","112.50","114.75","112.50","0.00%"
"05/22/2020","114.75","113.66","114.75","113.66","-0.92%"
"05/21/2020","115.82","114.22","115.82","114.22","-1.10%"
"05/20/2020","117.11","117.11","117.11","117.11","-3.26%"
"05/19/2020","121.06","121.74","121.74","121.06","-2.66%"
"05/18/2020","124.37","124.58","124.58","124.37","-2.67%"
"05/15/2020","127.78","122.85","127.78","122.85","1.08%"
"05/14/2020","126.41","119.40","126.41","119.40","3.03%"
"05/13/2020","122.69","119.58","122.69","119.58","1.35%"
"05/12/2020","121.05","119.58","121.05","119.58","0.17%"
"05/11/2020","120.84","117.34","120.84","117.34","-1.49%"
"05/08/2020","122.67","117.34","122.67","117.34","0.00%"
"05/07/2020","122.67","119.58","122.67","119.58","-1.71%"
"05/06/2020","124.80","119.59","124.80","119.59","-1.18%"
"05/04/2020","126.29","134.51","134.51","126.29","0.81%"
"05/01/2020","125.28","115.34","125.28","115.34","3.42%"
"04/30/2020","121.14","115.34","121.14","115.34","0.82%"
"04/29/2020","120.15","120.85","120.85","120.15","-3.52%"
"04/28/2020","124.53","120.85","124.53","120.85","-1.49%"
"04/27/2020","126.41","129.09","129.09","126.41","-5.33%"
"04/24/2020","133.52","126.40","133.52","126.40","2.16%"
